"month","country","generation"
"01","USA.NW",10386.8
"01","USA.NY",7569.1
"01","USA.PR",10034.8
"01","USA.RA",12440.2
"01","USA.RE",8915
"01","USA.RM",8692.7
"01","USA.RW",9534.1
"01","USA.SA",11302.7
"01","USA.SC",11061.2
"01","USA.SE",11467
"01","USA.SN",11900.1
"01","USA.SS",12404.8
"01","USA.SV",10817.5
"01","USA.SW",11128.4
"01","UZB",7967.4
"01","VEN",11643.9
"01","VNM",9042.7
"01","YEM",17578
"01","ZAF",656235.3
"01","ZMB",9985.5
"01","ZWE",12914.7
"02","AFG",11748.6
"02","AGO",10100.7
"02","ALB",7788.5
"02","ARE",62773.5
"02","ARG",40914
"02","ARM",10578.9
"02","ATA",18573
"02","AUS",92114
"02","AUS.NT",7146.3
"02","AUS.QL",7618.3
"02","AUS.SA",7951.9
"02","AUS.SW",7510.9
"02","AUS.TA",7257.6
"02","AUS.VI",7499.8
"02","AUS.WA",7697.9
"02","AUT",6857.7
"02","AZE",8786.8
"02","BDI",9434.5
"02","BEL",7491.3
"02","BEN",9534.1
"02","BFA",14405.8
"02","BGD",11727.2
"02","BGR",8655.1
"02","BHR",11171.6
"02","BIH",7015
"02","BLR",3045.7
"02","BLZ",11499.4
"02","BOL",6512.2
"02","BRA",39384.6
"02","BRA.CN",8573.7
"02","BRA.CW",9170.2
"02","BRA.NE",9978.2
"02","BRA.NW",8040.8
"02","BRA.SE",9430.8
"02","BRA.SO",10558.8
"02","BRA.WE",7879.4
"02","BRN",9983.4
"02","BTN",11916.1
"02","BWA",12754
"02","CAF",10432.1
"02","CAN",1137293.7
"02","CAN.AB",7092.8
"02","CAN.AR",7608.4
"02","CAN.BC",7389.3
"02","CAN.MB",8862.4
"02","CAN.NL",6068.7
"02","CAN.NO",4943.3
"02","CAN.ON",8272.1
"02","CAN.QC",8322.1
"02","CAN.SK",7836.3
"02","CHE",5226.2
"02","CHL",319647.7
"02","CHN",1039186.6
"02","CHN.AN",5861.7
"02","CHN.BE",7744.6
"02","CHN.CH",5279
"02","CHN.EM",7318
"02","CHN.FU",6395.4
"02","CHN.GA",8922.7
"02","CHN.GD",6950
"02","CHN.GU",6308.4
"02","CHN.GX",6186.1
"02","CHN.HA",7087.4
"02","CHN.HB",8591.8
"02","CHN.HE",6021.2
"02","CHN.HJ",6174.9
"02","CHN.HK",7273.8
"02","CHN.HN",5363.5
"02","CHN.HU",5577.5
"02","CHN.JI",7137.4
"02","CHN.JS",5615
"02","CHN.JX",5885.5
"02","CHN.LI",7619.9
"02","CHN.MA",7333.4
"02","CHN.NI",8627.1
"02","CHN.QI",9519.6
"02","CHN.SC",7271
"02","CHN.SD",6581.5
"02","CHN.SH",5703.6
"02","CHN.SI",8277.4
"02","CHN.SX",7734.3
"02","CHN.TI",10193.2
"02","CHN.TJ",7167.1
"02","CHN.WM",8877.6
"02","CHN.XI",8230.7
"02","CHN.YU",8936.9
"02","CHN.ZH",5848.6
"02","CIV",5727.6
"02","CMR",10771.2
"02","COD",8391.7
"02","COG",8171.8
"02","COL",9545
"02","CPV",8100.3
"02","CRI",13926.8
"02","CUB",11956.9
"02","CYP",10393.7
"02","CZE",3193635.4
"02","DEU",2746377.6
"02","DJI",12793.7
"02","DNK",7928.8
"02","DOM",25740.8
"02","DZA",12123
"02","ECU",9459.7
"02","EGY",12446.8
"02","ERI",12882.9
"02","ESH",12013
"02","ESP",384224.8
"02","EST",5180.8
"02","ETH",15374.9
"02","FIN",3361.4
"02","FJI",8272.3
"02","FRA",4743215.5
"02","GAB",7668.4
"02","GBR",4303659.2
"02","GEO",9044.6
"02","GHA",9213.5
"02","GIN",13779.5
"02","GMB",11315.8
"02","GNB",11360.9
"02","GNQ",7490.5
"02","GRC",244438.7
"02","GTM",47578.2
"02","GUF",10227.6
"02","GUY",12523.9
"02","HND",66932
"02","HRV",5944.7
"02","HTI",12028.7
"02","HUN",4254.1
"02","IDN",12980.9
"02","IND",1113288.5
"02","IND.EA",8740.5
"02","IND.NE",8371.6
"02","IND.NO",8772.6
"02","IND.SO",9485
"02","IND.WE",9525.3
"02","IRL",3377.7
"02","IRN",21691.2
"02","IRQ",11662.6
"02","ISL",1643.1
"02","ISR",197544.4
"02","ITA",576269
"02","JAM",10229.4
"02","JOR",12879.8
"02","JPN",1146129.8
"02","JPN.CE",8794.3
"02","JPN.HO",7096.2
"02","JPN.KY",9496.5
"02","JPN.OK",9912.5
"02","JPN.SH",9479.9
"02","JPN.TO",8401.1
"02","KAZ",11529.7
"02","KEN",13186.4
"02","KGZ",9913.6
"02","KHM",13680.8
"02","KOR",114680.1
"02","KOS",7973.6
"02","KWT",10827.6
"02","LAO",10659.2
"02","LBN",8054.5
"02","LBR",8813.4
"02","LBY",11878.8
"02","LKA",19197.8
"02","LSO",13613.1
"02","LTU",6538.7
"02","LUX",7709
"02","LVA",3984.8
"02","MAR",67712.7
"02","MDA",6711.8
"02","MDG",10974.9
"02","MEX",45260
"02","MKD",8693
"02","MLI",14312.9
"02","MLT",7429.5
"02","MMR",13420.5
"02","MNE",8025.1
"02","MNG",12124.9
"02","MOZ",9494.3
"02","MRT",39501.3
"02","MUS",21422.2
"02","MWI",11849.9
"02","MYS",122522.7
"02","NAM",59675
"02","NER",13613.4
"02","NGA",11850.8
"02","NIC",13078.9
"02","NLD",5533
"02","NOR",6445.1
"02","NPL",11351.8
"02","NZL",10204.7
"02","OMN",12729.6
"02","PAK",31922.1
"02","PAN",4794.6
"02","PER",73553.5
"02","PHL",209421.5
"02","PNG",8326.4
"02","POL",39658.1
"02","PRK",10200.7
"02","PRT",1066533.5
"02","PRY",10451.2
"02","QAT",11429.4
"02","ROU",7580.5
"02","RUS",0
"02","RUS.CE",6105.7
"02","RUS.FE",4466.4
"02","RUS.MV",7331.1
"02","RUS.NW",2326
"02","RUS.SI",5170.1
"02","RUS.SO",9652.3
"02","RUS.UR",4949
"02","RWA",23769.6
"02","SAU",40494.1
"02","SDN",10208.4
"02","SEN",16262.4
"02","SGP",11002.2
"02","SLE",9848.8
"02","SLV",10950.6
"02","SOM",13180.7
"02","SRB",8144.4
"02","SUR",11152.2
"02","SVK",5886.6
"02","SVN",6884.4
"02","SWE",5342.9
"02","SWZ",12469.1
"02","SYR",9805
"02","TCD",12131.3
"02","TGO",9080.6
"02","THA",1740324.6
"02","TJK",8937.6
"02","TKM",8004.6
"02","TLS",8658
"02","TTO",5684.1
"02","TUN",10079.6
"02","TUR",18212.6
"02","TWN",7668.6
"02","TZA",12496.3
"02","UGA",12251.3
"02","UKR",6951.2
"02","URY",90849.3
"02","USA",27282023.8
"02","USA.AK",4365.8
"02","USA.AZ",13844.6
"02","USA.CA",12373.8
"02","USA.ER",10970.5
"02","USA.FR",12754.8
"02","USA.GU",8827.3
"02","USA.HA",12925.6
"02","USA.ME",10759.3
"02","USA.MW",10954.6
"02","USA.NE",9552.9
"02","USA.NW",11789.7
"02","USA.NY",8225.8
"02","USA.PR",9680.9
"02","USA.RA",12768.2
"02","USA.RE",10293.8
"02","USA.RM",9399.2
"02","USA.RW",10097.3
"02","USA.SA",11175.2
"02","USA.SC",11755
"02","USA.SE",12290.2
"02","USA.SN",11436.6
"02","USA.SS",13469.7
"02","USA.SV",11808.6
"02","USA.SW",11640.3
"02","UZB",8087
"02","VEN",10358.2
"02","VNM",9270.5
"02","YEM",16597.4
"02","ZAF",625100.8
"02","ZMB",9604.3
"02","ZWE",11560
"03","AFG",14165.5
"03","AGO",11420.2
"03","ALB",9523.8
"03","ARE",62656.6
"03","ARG",40279.7
"03","ARM",12163.3
"03","ATA",17037.8
"03","AUS",98473.3
"03","AUS.NT",7893.2
"03","AUS.QL",7881.9
"03","AUS.SA",8303.9
"03","AUS.SW",8147.2
"03","AUS.TA",6612.4
"03","AUS.VI",7890.6
"03","AUS.WA",8312.9
"03","AUT",7253.1
"03","AZE",10405.3
"03","BDI",11352.5
"03","BEL",8091
"03","BEN",9822.9
"03","BFA",15004.2
"03","BGD",14635.9
"03","BGR",10350.2
"03","BHR",12212.2
"03","BIH",10151.4
"03","BLR",4913.5
"03","BLZ",13364.8
"03","BOL",7403.6
"03","BRA",42619.5
"03","BRA.CN",9341.5
"03","BRA.CW",10280.8
"03","BRA.NE",11088.7
"03","BRA.NW",8898.2
"03","BRA.SE",10390.3
"03","BRA.SO",10763.9
"03","BRA.WE",8756.3
"03","BRN",11364.5
"03","BTN",13736.5
"03","BWA",12810.2
"03","CAF",10015.2
"03","CAN",1648468.1
"03","CAN.AB",10866.9
"03","CAN.AR",9920.1
"03","CAN.BC",10179.6
"03","CAN.MB",11301.8
"03","CAN.NL",9666.7
"03","CAN.NO",9408
"03","CAN.ON",11983.6
"03","CAN.QC",10946.2
"03","CAN.SK",10993.2
"03","CHE",6365.8
"03","CHL",322628.2
"03","CHN",1229938.6
"03","CHN.AN",6999.3
"03","CHN.BE",9915.1
"03","CHN.CH",7232
