"month","country","generation"
4,"IRL",56.5
4,"IRN",265.2
4,"IRQ",81.5
4,"ISL",1035.4
4,"ITA",1841.4
4,"JAM",226
4,"JOR",70.6
4,"JPN",1843.4
4,"KAZ",230.8
4,"KEN",500.7
4,"KGZ",297.3
4,"KHM",174.2
4,"KOR",291.4
4,"KOS",40.9
4,"LAO",849.1
4,"LBN",12
4,"LBR",6.3
4,"LKA",949.4
4,"LSO",66.8
4,"LTU",14.2
4,"LUX",0
4,"LVA",37.6
4,"MAR",239.7
4,"MDA",88.7
4,"MDG",367.1
4,"MEX",1734.3
4,"MKD",521.8
4,"MLI",103.8
4,"MMR",697.1
4,"MNE",64.8
4,"MOZ",223.8
4,"MRT",13.7
4,"MUS",109
4,"MWI",157.1
4,"MYS",422.2
4,"NAM",101.7
4,"NGA",129
4,"NIC",115.2
4,"NLD",38.2
4,"NOR",15078.1
4,"NPL",656.5
4,"NZL",1485.7
4,"PAK",656
4,"PAN",385
4,"PER",977.4
4,"PHL",546.8
4,"PNG",225.9
4,"POL",8.8
4,"PRK",454.8
4,"PRT",2470.8
4,"PRY",291.3
4,"ROU",423.4
4,"RUS",4170.6
4,"RUS-CE",34.9
4,"RUS-FE",52.1
4,"RUS-MV",18
4,"RUS-NW",14.7
4,"RUS-SI",41
4,"RUS-SO",46.7
4,"RUS-UR",46.7
4,"RWA",238.5
4,"SDN",368
4,"SEN",48.3
4,"SLE",25.5
4,"SLV",214
4,"SRB",192.8
4,"SVK",314.4
4,"SVN",191.8
4,"SWE",8837.3
4,"SWZ",161.1
4,"SYR",8.9
4,"TGO",11.5
4,"THA",159
4,"TJK",491.5
4,"TUN",135.4
4,"TUR",713.6
4,"TWN",216
4,"TZA",236
4,"UGA",354.7
4,"UKR",53.1
4,"URY",239.6
4,"USA",46378.8
4,"UZB",514.1
4,"VEN",523
4,"VNM",6857.4
4,"ZAF",51.4
4,"ZMB",399.2
4,"ZWE",160
5,"AFG",231.9
5,"AGO",414.9
5,"ALB",346.9
5,"ARG",2452.3
5,"ARM",98.9
5,"AUS",1230.8
5,"AUT",4236.4
5,"AZE",116.2
5,"BDI",209.8
5,"BEL",13.2
5,"BFA",82.7
5,"BGD",39.8
5,"BGR",240.7
5,"BIH",505.7
5,"BLR",41.4
5,"BOL",891.7
5,"BRA",32587.3
5,"BTN",348.2
5,"CAF",63
5,"CAN",32695.4
5,"CHE",6089.1
5,"CHL",4337.7
5,"CHN",44701.8
5,"CHN-AN",53
5,"CHN-BE",69.3
5,"CHN-CH",27.6
5,"CHN-FU",52.4
5,"CHN-GA",15
5,"CHN-GD",21.5
5,"CHN-GU",71.6
5,"CHN-GX",68.7
5,"CHN-HA",27.2
5,"CHN-HB",75.8
5,"CHN-HE",6.7
5,"CHN-HJ",27.5
5,"CHN-HN",69.3
5,"CHN-HU",53
5,"CHN-JI",62.9
5,"CHN-JS",35.2
5,"CHN-JX",30.5
5,"CHN-LI",47
5,"CHN-NI",20.9
5,"CHN-QI",54.1
5,"CHN-SC",11.6
5,"CHN-SD",67
5,"CHN-SI",27.1
5,"CHN-SX",54.1
5,"CHN-TI",75.8
5,"CHN-WM",28.7
5,"CHN-XI",64.6
5,"CHN-YU",61.8
5,"CHN-ZH",54.1
5,"CIV",158.9
5,"CMR",299
5,"COD",575.3
5,"COG",214.1
5,"COL",673.1
5,"CRI",1179
5,"CUB",3.9
5,"CZE",66.8
5,"DEU",1930.2
5,"DOM",109
5,"DZA",7.4
5,"ECU",629.5
5,"EGY",244.1
5,"ESP",2618.5
5,"ETH",523.5
5,"FIN",5888.3
5,"FJI",120.4
5,"FRA",14737.6
5,"GAB",144.5
5,"GBR",1327
5,"GEO",786
5,"GHA",99.9
5,"GIN",147.3
5,"GNQ",23
5,"GRC",370.7
5,"GTM",1309.8
5,"GUF",65.6
5,"HND",515.4
5,"HRV",760.1
5,"HUN",43.1
5,"IDN",1117.8
5,"IND",8095.5
5,"IND-EA",49.6
5,"IND-NE",22.1
5,"IND-NO",55.1
5,"IND-SO",10.5
5,"IND-WE",24.9
5,"IRL",79.4
5,"IRN",289.2
5,"IRQ",90.7
5,"ISL",1044.5
5,"ITA",2104
5,"JAM",199.2
5,"JOR",70.6
5,"JPN",1820.6
5,"KAZ",191.5
5,"KEN",449
5,"KGZ",304.3
5,"KHM",177
5,"KOR",279.5
5,"KOS",23.7
5,"LAO",850.6
5,"LBN",11.3
5,"LBR",6.3
5,"LKA",974.4
5,"LSO",63
5,"LTU",6
5,"LUX",0
5,"LVA",39.6
5,"MAR",219.1
5,"MDA",108.5
5,"MDG",395.7
5,"MEX",1775.9
5,"MKD",465.1
5,"MLI",95.1
5,"MMR",802
5,"MNE",61.8
5,"MOZ",220
5,"MRT",42.9
5,"MUS",98.9
5,"MWI",158.4
5,"MYS",435.6
5,"NAM",158
5,"NGA",106.5
5,"NIC",81.2
5,"NLD",38.2
5,"NOR",14896.2
5,"NPL",686.2
5,"NZL",1507.3
5,"PAK",707.1
5,"PAN",345
5,"PER",1023.8
5,"PHL",536.7
5,"PNG",217
5,"POL",10.2
5,"PRK",438.3
5,"PRT",2560.8
5,"PRY",286.3
5,"ROU",388.6
5,"RUS",4075.4
5,"RUS-CE",17.9
5,"RUS-FE",52.1
5,"RUS-MV",15
5,"RUS-NW",11.6
5,"RUS-SI",66.5
5,"RUS-SO",43.1
5,"RUS-UR",43.1
5,"RWA",171.3
5,"SDN",373.7
5,"SEN",48.3
5,"SLE",36
5,"SLV",201.6
5,"SRB",214.3
5,"SVK",335.8
5,"SVN",200.4
5,"SWE",8428.6
5,"SWZ",134.5
5,"SYR",10.2
5,"TGO",8.4
5,"THA",137.6
5,"TJK",422.7
5,"TUN",132.4
5,"TUR",740.4
5,"TWN",220.3
5,"TZA",293
5,"UGA",401.5
5,"UKR",59.2
5,"URY",215.6
5,"USA",47324.6
5,"UZB",517.6
5,"VEN",566.6
5,"VNM",6870.3
5,"ZAF",60.7
5,"ZMB",366.3
5,"ZWE",160
6,"AFG",226.1
6,"AGO",399.3
6,"ALB",313.6
6,"ARG",2663.5
6,"ARM",132.4
6,"AUS",1280.4
6,"AUT",4465
6,"AZE",139.4
6,"BDI",221.7
6,"BEL",13.7
6,"BFA",71.5
6,"BGD",46.4
6,"BGR",205.3
6,"BIH",501.8
6,"BLR",28.7
6,"BOL",982.3
6,"BRA",34900.9
6,"BTN",356.5
6,"CAF",60.3
6,"CAN",29326.7
6,"CHE",6561.8
6,"CHL",4471
6,"CHN",45238.9
6,"CHN-AN",72.8
6,"CHN-BE",69.3
6,"CHN-CH",36.6
6,"CHN-FU",49
6,"CHN-GA",8.3
6,"CHN-GD",16.9
6,"CHN-GU",72.8
6,"CHN-GX",67.2
6,"CHN-HA",18
6,"CHN-HB",46.6
