x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100,x101,x102,x103,x104,x105,x106,x107,x108,x109,x110,x111,x112,x113,x114,x115,x116,x117,x118,x119,x120,x121,x122,x123,x124,x125,x126,x127,x128,x129,x130,x131,x132,x133,x134,x135,x136,x137,x138,x139,x140,x141,x142,x143,x144,x145,x146,x147,x148,x149,x150,x151,x152,x153,x154,x155,x156,x157,x158,x159,x160,x161,x162,x163,x164
0.0,7564.0210396988305,4370.81316717798,1819.0373954275829,15444.58448548864,2281.607612772129,5902.713109261595,11333.329870815076,4583.608180396773,1849.2851450966978,5894.922757864354,5435.721309346942,7481.656421613809,7459.368177649379,2379.626144394156,4053.075146569629,2019.1733668945476,4446.846254438539,3892.954581843143,15309.700797386438,13399.124547281583,5765.385628907461,2086.88312785226,7985.116506037796,6199.075408707988,10475.971392702832,5267.81367201362,16295.194129142752,4179.443844098371,8158.961513666784,6858.7336838612655,7073.730897580035,5920.11451712229,14238.471003671562,9171.832743440034,14377.847375564801,12953.951452881469,3262.0862550168313,4728.939692287541,4801.180614203498,3754.4213626707538,4879.741096554545,12716.600821882628,5871.73571670482,14930.246777620503,3585.5062176434617,3720.9248598617673,7826.808960424953,6274.900257906885,4258.2721732315085,4203.926176661298,4267.157650386115,12859.422042796083,5611.328380820595,7263.791185765118,5718.564099951478,2292.634004481027,7762.999130688783,8751.005026179657,8774.47318691143,8798.821663064453,7114.392433356703,4086.3409578699707,14177.224950833013,12476.532610397324,12860.225325279065,14083.074302341758,4643.109857144525,4371.61586177098,5962.284992374257,1005.4064446933445,6089.301502273804,1627.903715343993,2291.552632915591,6654.163070864444,9218.759176476924,4959.702626763543,13156.94580386125,3135.400131096618,6142.837364065594,1878.6249619128869,5206.648216538793,1029.4337547176724,4401.09543841669,5113.697759716734,4240.292784463218,2066.2554331517154,3782.5991626610144,3105.9942465832696,8664.739621389037,5139.525670761886,3170.038931429966,8311.25525573082,4051.7659744056045,5316.456156065128,4184.998805090837,6931.711183016499,3657.2633587367336,6311.32546670252,13938.839343156837,4179.381364792971,8022.10869069284,3348.5237372474157,4364.14776072275,3215.9866017145955,7704.433167270895,6174.606689775064,6196.539217357367,6557.810820150549,4814.661995632824,8360.925055528003,7084.489254132685,6859.004094530151,14239.779215405308,5393.556608551027,5037.511160858707,1710.3814214175284,13608.000163807978,1600.4119658531672,381.2482554274895,14160.851408799004,15789.880636401658,5635.059799464548,9500.222021343538,4273.837395318251,4959.453244648447,6801.269698476554,14798.231392064643,1988.51089483555,3817.1739437966717,3382.472277715966,5701.049282178938,2450.0090286505556,4233.6788699689005,8791.160670270978,5135.533609133373,8782.236785047437,14234.391363880053,4223.280681132913,4520.504692062957,4735.703898474608,4608.356124842989,7838.114531654895,3031.7614553923636,7601.521424975784,3903.3282537635314,453.8603081758038,1120.601588253595,12776.118384357056,5268.4694667080175,3280.3915459092777,5122.870469691116,5775.0170660566055,5385.329102430416,3600.3784979923576,15053.283439067693,11062.896015048475,769.469393103405,13202.580160298503,3852.432288784787,2928.666833861137,7923.695478755143,7008.142303463574,7021.246105048266
7564.0210396988305,0.0,5562.109452983414,5755.95290078096,7942.060980612468,6280.766851116898,11363.202014574952,13313.435589505205,6303.083406028027,6586.365159771642,1869.3246668269198,6618.247585387566,2024.3120875079157,2797.0329968916967,9089.077120164231,5756.715658154576,5558.894719769316,5807.366366283105,7024.343002196861,8817.437217126859,6628.225454058184,11382.290679231313,9110.653865882288,2210.087747130467,1528.4497826097638,10566.604716776239,6151.167154930476,8893.672645133041,11724.952878007334,2627.3489198914494,1349.1841692262292,536.5126370381321,1691.5154265619562,9766.35133215947,4852.0960908150455,10942.687050737733,10922.33630090492,5287.814130321965,6511.289927259532,6760.658263181752,3881.5936207976615,7106.865762626926,9546.824654945169,5104.552743910977,10170.036580339665,4694.089465802569,3843.600138313015,4605.817392858017,5682.694404672574,7597.883374239506,3410.0968553574503,7705.498835976325,16641.658866778846,6428.337857343263,1064.1449953524452,6775.689873145407,6407.568100616182,2125.3698942216374,3551.990478074398,4063.3997039964042,3863.255842061308,1425.3101603491648,5234.870686254487,11671.861323840973,7398.323147783216,8074.306933158744,11337.681753217857,6009.433600167098,6230.901398522558,10272.747085556291,7989.232015369725,7100.329511732105,6312.9229071155205,5687.3611994830935,8580.511272329903,6799.23262754576,5564.887210417963,10262.003778920156,5050.99784697977,13688.892697812993,8641.981379062048,2708.553713707635,8398.384856051243,10343.651534005492,12645.858421208706,5736.312321162807,5620.379624185918,10209.184666492003,5227.049938333869,3085.7509829144124,4557.887941521149,7710.541833770631,2733.3777119451115,7082.310224134206,6471.519983660359,7300.369675085253,4969.7506092174335,6357.639931838614,3850.122998833907,12645.095625752132,5640.5475016998025,3256.2343299043555,9542.563870612914,5729.1835101547595,10748.993205318397,2778.051384289348,4912.055929534036,4942.060595162618,2298.6041588525945,9867.247232144202,1595.1704107641158,2712.832641481884,2055.5259578858404,11212.570442810984,6802.618951319015,7570.636279899358,8709.415383055346,14168.63341748113,6057.960709553314,7850.798341086482,10415.74678326521,9827.865974601798,12156.012536437876,14545.14422129644,6783.265584849084,12509.004139728555,5703.648971841824,7644.897305802236,5576.8794415531265,6010.676923906094,7456.061388607226,2021.3219943719912,5139.259720368302,3388.9372128815517,4209.8256811871315,10103.393242612274,3463.132742332043,11541.083754259898,5893.428031712791,6305.4179688743525,6065.710005098812,7540.532327049688,2783.069986782719,5247.0748510889425,2094.5815333037212,9927.214811834785,7731.748574679271,6916.9265925575055,8500.00997048845,5013.844067746843,5706.439774887694,12193.387979359817,2408.337831623143,2331.809045736691,6745.006183587857,7576.681115442325,10627.034755484618,7937.018939510394,9063.994195495572,10592.857662777464,4725.286916372533,2461.291707841347,1797.6685942969823,2173.7671461463
4370.81316717798,5562.109452983414,0.0,3716.9263598395614,11809.976811936358,2090.5642583524595,5801.095925878158,15619.193053007479,813.6903320010979,2522.887332932546,5027.366292477376,1568.4031421463703,4239.038358735774,3809.9285814882487,6750.415467584756,338.3004250361482,3282.5915306876195,279.13045484432814,1490.8370425749724,10988.104371005196,9322.383544572982,10135.960273149389,6439.2669300368625,7324.652796695683,4110.226892780213,7228.98967545117,1145.7068479807724,12351.77253530438,7719.629373112264,4565.472787035241,4268.092232305869,5053.337123852879,4137.323664050836,9981.16105372104,4894.362363021462,10416.549139598976,9256.670962868391,1377.9185617633036,1067.4022174155484,1323.543717066936,4015.248057406064,1666.2414099314692,8606.02159110094,1514.4449845774889,10673.82326913179,1625.4353897850285,3423.68251747773,3539.515431247091,1930.5844279627156,2035.7744937396974,4031.7055494656342,2143.397465495747,16747.113719963203,1582.3673360646405,4666.369017687189,1870.9064513784303,2081.977525426722,4432.790748900962,4799.847557437945,4655.431144573758,4743.37351388099,4336.813386137252,525.8664451141585,10531.305886518605,8108.124217918594,8496.295577187042,10320.551280486903,574.9281709549934,680.3014484088756,10203.066684426567,5352.849946295583,2333.787589735056,2831.043684831864,2359.6886964730666,3651.706438687786,4913.257358203374,602.0671727064257,9184.884463611786,1784.3930396502642,9390.842908617062,4050.3095702596283,5011.920820949231,4473.137553699579,8770.803910909184,8573.658418265202,196.3443735127682,2888.265053323004,8146.8306475550535,1632.862016987025,4894.1907843508225,1121.7620403262822,7045.067123146866,7864.86061332797,1527.06717308696,1385.144201204026,1738.5933463827673,2582.116913585133,968.0370390028827,7234.805720478399,10797.024620312075,193.67185933982734,4146.252837510373,7713.208214872873,170.41741600898953,6441.014946292596,7540.437392977859,7850.540535046523,7887.555324742504,6302.347128129589,9105.412555483186,7068.741535953632,3534.1208985006087,3768.0546456719085,10399.46889172567,1669.6320223058244,2136.356348020553,6079.181925985408,17927.771903593017,4109.38379752431,4745.020829171503,10070.976514808352,11421.421586519817,9893.45589620324,13785.804596976717,1222.9540173862056,8358.14951403315,2450.461038898206,10796.703120548333,3430.8452911056493,639.6829554581923,2052.057795640467,4873.953193219561,3110.7120415832014,3131.998605269968,4632.234720520276,9434.32267772286,4867.63768687154,10522.993306452438,339.4000756482894,792.8207335646786,681.312182856569,2006.3076690715066,7628.576150883382,1713.3353583033095,4303.133347816465,8269.563762029058,4144.4155942451,3250.2176439518157,8453.407411532135,963.9188256672636,1118.7693682523036,9192.3257968097,5515.518623883008,4735.880229304883,1312.3745337366659,11412.110900047981,7681.909860320588,4092.790206002709,8926.503951742232,8167.8796545020905,3986.8137795071007,7461.121779269953,6341.274257146065,6624.735163636673
1819.0373954275829,5755.95290078096,3716.9263598395614,0.0,13678.30429723497,1987.7994707830687,7203.204478198704,11947.927579293806,4249.4969511990375,1832.5754566577039,4078.9929427362126,5157.185556585309,5867.86831588931,5978.941421036965,3656.0713341813575,3486.6945245119978,443.28261983089993,3902.6163572979667,3950.277223751437,13970.801980716815,11874.633589232995,6846.842769942433,3531.6135951229903,6235.9916302794445,4438.431545891001,10755.536460364188,4826.765437243661,14587.507920553326,5971.099360339342,6615.235734803705,5139.097375115566,5275.854618740651,4137.085846928003,13575.586960437895,7998.618165483657,14125.75341716699,12956.274167189855,2348.4492092376713,4471.898270983987,4640.626358531342,1940.6331370230412,4851.513612928913,12302.345725190364,5028.603599324372,14249.668582795037,2366.1373970223062,1923.992057223326,6731.675669214843,5601.508725570433,4523.913893800388,2385.302206687151,4578.170232231886,14212.23614765291,5246.442371613734,5526.312180732666,5469.54604662835,2108.6620928651782,6157.4031806764715,7332.91196572054,7463.090774894685,7441.132761469748,5415.191132812446,3264.7763463858887,14235.62524161641,11421.852428630009,11933.417399778049,14034.886567259724,4180.507830330469,4018.723676463527,6590.167516130501,2324.337546785333,5914.187796720741,1272.2841371177317,1383.8564744026203,6907.330107071727,8559.490575661823,4304.808921093668,12899.440769099472,2004.3615292325667,7936.617206574726,3321.0778003660594,3416.5230347352226,2751.6312581916372,5488.256682622779,6897.903750018006,3665.3890941533136,832.0194612159798,5031.038196790089,2103.543681697219,7163.663488000108,4101.542326757073,3361.026881471195,6604.22232076734,4116.140658765282,4993.502305007665,4330.373510535552,5998.263826647568,3403.095981485531,4821.015953291075,14382.26557939888,3558.8566410095746,6604.626916442671,4444.975050978434,3785.8109777808036,5033.777593917008,6023.883470000907,4946.084446813383,4975.702583351073,4815.635547227192,5576.889367872083,6558.216373125299,5594.069959502377,5245.612652526673,14116.388980569833,5188.56313152333,5173.046123896114,3111.7262671829067,14237.83239256198,433.0826880606482,2095.0841737219125,13756.578298198649,14711.258347666137,7034.255620391905,10715.659016951362,4176.387876377978,6754.64831945268,6095.324104620427,13177.13299445118,305.60264915687253,3377.8945639414505,3730.769037961965,3884.1643098679583,790.2262181485236,2491.610486673364,7510.898343648342,5905.285976158379,7343.038729270453,14234.476929781147,3721.7158755942337,4191.510751307312,4292.454626402028,4794.958148001877,6154.546028921116,2019.4977168061728,5996.074381189625,4977.279138213964,2062.561142378243,1556.8879080248892,12005.580732955366,4401.360130454166,2647.4097726343784,6709.196035875494,4000.7211155341784,3569.887426857619,3552.210009260523,13298.616072698569,11271.604483877829,2332.7493269067727,12527.505453198595,5250.050290014247,1138.6107773491735,6200.820050110414,5229.968514014229,5276.533280251329
15444.58448548864,7942.060980612468,11809.976811936358,13678.30429723497,0.0,13594.237779131721,14803.70583152179,11519.283745671562,12033.25581869699,14017.316027871813,9726.167999286328,11511.597577926159,8021.648737000298,8168.182358425305,16828.198623794022,12144.507329287675,13428.640336832677,11873.777811357864,13005.90865337474,2374.0220665688116,2624.013927252797,16444.49975369985,16975.217715623374,8054.97661463405,9249.949460065498,9201.477518663582,11394.214460381352,1008.3835123777792,19523.566635809886,7425.14333126511,8587.16170825726,8406.559290516387,9541.672633122631,4747.7290081806605,7040.93687444659,5684.084638812633,7003.189124025121,12475.736513084366,12036.480706066717,12125.705378485614,11821.640451677473,12275.89020511534,6154.436392180327,10376.397334479583,4443.329653713451,12015.509398445862,11754.312273294161,8346.864871910173,10284.510144655345,13117.228272946577,11351.36129438119,13187.919703905127,11414.82232304851,11253.547058871867,8180.7963423501305,11358.167890646633,13664.772365481762,7751.634397534677,7020.8066255388885,7161.329958193854,7066.676086904917,8337.023994946772,11870.777168182152,6468.997796657086,4669.450404679925,4763.183072413453,6281.927274193449,11826.097724144885,12158.040771947413,15095.589842356505,15926.259235309979,11221.448124023455,13963.495577045938,13275.431980611154,11662.0238153887,7994.674186134911,11349.536037226244,6282.2059214315495,12463.36626840256,18380.959373972735,15859.942489573545,10510.399023837675,16090.326643421218,16834.77801225797,19418.725518016938,11994.832697238342,13394.312563425714,17306.394469571685,12554.332864438038,6988.640205963996,10774.197284165339,14942.828766056657,7920.311021078705,12923.563215546283,11529.324302816045,12967.044575927204,9361.428485743756,12760.106425399405,10256.077929399757,7413.859094674125,11992.60469051251,7706.948587653812,16793.511312473915,11897.485466034397,18237.22657745226,8553.924366636076,10926.072169567005,10925.71844633203,9396.557677346855,15859.178984619146,7439.272961171676,8518.227552388811,8635.06747731329,6038.417831333283,11655.377492272182,12447.493879351856,16605.51839604858,9769.577176481866,13998.481386853993,15764.972245845684,5424.620696820921,3193.79537578329,17577.764370847148,14213.114973271891,12559.584294204202,19455.15224157851,9814.2465020543,1271.6839615864833,13470.616868178013,12449.651110314391,13687.873690631764,9906.467926104171,12996.3673718865,11213.689494139866,7196.023083089043,15786.869558681017,6961.144909891159,6313.849802622815,12088.383737969632,12084.169663641014,11782.723032337424,12789.59450979603,8425.072001523917,12612.250783862492,7910.380647829101,16807.00991620409,15513.095246237655,14580.630130224781,5226.613550774653,10849.26748854485,12661.720316411895,18611.00872197641,10024.060881704014,10226.810633763185,13038.583706839558,405.3797852150246,8651.19943038479,15630.558180931115,5226.91608186581,17815.55312607937,12666.400491478491,8211.537127828053,8848.134813577792,8960.257627794737
2281.607612772129,6280.766851116898,2090.5642583524595,1987.7994707830687,13594.237779131721,0.0,5599.0804061766785,13568.51094596054,2396.715383794405,446.35129059065616,5051.617823586914,3295.343122131176,5616.267748012744,5426.428019466548,4661.000360078602,1778.653414250428,1652.608267758753,2182.964211513897,1965.2439184031969,13050.972669223203,11262.6900298334,8046.846530691096,4358.844669741718,7435.675722844648,4762.440150600145,8785.481559117587,3050.0543635434005,14272.27261330136,5959.535262122827,6169.82012877111,5244.125793776173,5745.845420189226,4602.949440961058,12035.574809890779,6920.15444610042,12360.311289465959,11072.397470854343,1120.5937241856452,2585.652403699657,2718.2895048442506,3233.5546517240255,2893.2002162726544,10594.367141956958,3590.7634949146923,12730.30376211608,1638.4658599186318,2825.716120914957,5567.218874974622,4007.0511691675333,2539.1841372220333,3504.847861061968,2597.3585280900543,14990.344867365695,3431.3552451444834,5673.498801810235,3599.404545777345,148.75228230311657,5872.114002415401,6625.6636238982965,6581.742590507994,6631.66076301222,5432.490733905374,1823.0986848926184,12349.587421002701,10195.032584884873,10586.00635370296,12182.769346713842,2405.5512772965276,2170.5094821367893,8155.411931068608,3263.0473976031517,4019.7455473864143,803.2596443880686,767.2455108300943,4923.461553232916,6975.459877454746,2683.7612079346973,11118.965145154703,1234.550404613808,7810.812519900595,2409.8527001034768,4657.46534470047,2519.035347291853,6680.317891975469,6873.999541188771,1967.3345052515583,1247.0489568327062,6062.299930257426,1083.1571126031515,6613.266146472047,2907.7951412673824,5088.794248406498,7901.459650721286,2132.0424681738778,3150.95761096806,2342.86298573751,4652.898658377387,1484.1692567924176,6528.993976189684,12409.724233008403,1900.1920830109448,5914.586879585983,5622.863300846881,2092.4194464291436,4745.756490014867,7408.13218209629,6828.098036047905,6860.498884824125,6119.013391698088,7036.61430276142,7497.310396599513,5076.911545915155,5025.543220940094,12294.685347291761,3294.2824462000585,3190.748872345262,3991.5186037419385,15866.232582574541,2279.608967703854,2657.862356417764,12061.843501693198,13511.985838525583,7862.409506146118,11751.38075857839,2223.5458166421167,6678.143827870995,4531.783093185058,12717.449174349527,1786.7428993450599,1566.5643739736447,1782.1589713501862,4857.424337230937,1755.7400410993464,2990.609884406517,6582.9583413776345,7363.650373985904,6672.481244679168,12367.98739188825,1965.2103808325755,2334.4882243886964,2506.7627439634734,2807.5091195957752,7526.12901873225,1046.4818285057631,5717.621183645983,6179.113198509949,2085.109703105948,1161.5268311929979,10529.05794423026,2992.5058128632095,1005.9799926708582,7241.65425652237,5256.7158692432195,4600.472564673281,1574.4274604464222,13188.864802937767,9317.000311219064,2087.8735174964013,10984.973504977223,6105.9381163022945,2760.1680555399266,7478.181129234198,6380.765337592411,6543.57703081651
5902.713109261595,11363.202014574952,5801.095925878158,7203.204478198704,14803.70583152179,5599.0804061766785,0.0,13148.499598430373,5075.423463637399,5506.279847623653,10571.132249598893,4937.10580566466,9851.11621333228,9231.55149190327,6853.146744386236,5616.800666147765,7056.457746715871,5557.978405287514,4352.667568660934,12532.516138897248,12516.399066536533,8763.754004091512,6432.193859470345,12968.146917978742,9893.460146899673,5665.600238808658,5341.389964266028,14410.077586594807,4867.30724603857,9893.803376952268,10057.120885136615,10852.236941888927,9872.668941054824,10215.910381463493,8906.54278911723,9561.606498215666,8076.61549944233,6297.278692493146,4885.497053860709,4648.844795669299,8823.503053708744,4317.227345643389,8692.96371365211,6503.409027133074,10683.149505103576,6885.387298582098,8420.001932412883,7990.8980483833175,6139.073338618813,3765.321749516439,9102.440662696095,3657.727654154122,11434.530665775335,5177.487637536776,10440.250752354543,4882.171988805747,5450.553444973014,9973.045942709628,9649.307463044766,9226.218623918683,9423.100155956572,10094.648496242555,6149.478724556145,8967.9353641976,10229.338140420388,10053.83631168134,9035.400097450964,5370.750530230535,5134.270285350614,9990.196274527952,6453.496415489055,4727.959223074323,6015.00240053105,6357.3727892853,3617.026717792725,7260.059811125949,5843.33319444002,8682.932357180474,6655.641678431605,5194.207237425826,4028.4359011536762,10253.338126752747,4925.776511512251,8070.153470605011,5078.820357786073,5628.078045009107,6735.726058367995,7393.122725305797,6442.720675071178,9971.91625363311,6833.154685568835,8676.246568804145,13466.396644593782,4284.486371777245,5044.626166889652,4063.0938800948666,7105.786518361238,5049.176762174156,12022.136502845675,8345.681878080602,5726.903996867483,9265.457974807818,7569.602430233551,5634.122755967652,4137.604138871126,13002.239989339445,12057.883295690666,12082.134688883109,11709.783458570839,9007.632372284852,12846.07931509139,9075.155025654843,9487.863497890152,9264.359238510726,4744.513459035454,3883.0964759521485,6461.935895499321,13962.731973982498,7247.165121002007,5948.613063666358,9661.267999763944,12007.912267155232,7641.08122972973,10262.724535186506,4580.494316016219,4884.058971820213,6386.808426902023,13568.694315482158,7146.6790946582005,5381.041803668855,4014.1955087490383,10386.389929789504,7295.931794990557,8490.263589552102,9114.209815558339,9182.768487525003,9756.873327591618,9089.327712654356,5470.596583051785,5068.015675318021,5325.266461080268,3841.3515506475283,13117.315911099124,6456.414150852811,9878.777352688581,7866.950934819646,5465.359757932503,5648.7655145946865,9577.488144043511,6422.906980855696,5815.077865670513,6607.787541663041,10848.796165331758,10158.609281190105,4667.392604353044,14617.006534538514,6249.283454579627,5141.882454770781,9597.462677701107,6984.6299363666785,8243.681868824873,13043.394869003398,11922.42399424981,12121.35420816424
11333.329870815076,13313.435589505205,15619.193053007479,11947.927579293806,11519.283745671562,13568.51094596054,13148.499598430373,0.0,15914.634118461852,13164.18261333845,12458.125501841207,16724.631941999516,15329.499561682132,16088.941155282128,8987.055103048539,15335.683884173513,12390.428328753578,15748.521000646318,15118.824638571623,13088.534979083784,14119.242434193055,5667.463150802372,9349.088202201987,11112.960419940622,13906.732089258063,16126.427126593813,16601.135835149,11370.221485363583,8965.198429162603,15881.56338473158,14424.434273068262,13529.395333369339,13600.208437678737,14424.446639071173,17797.13928553215,13946.68760525196,14912.010814754345,14288.495354447838,16041.144380210873,16068.264352449141,12242.391621760646,16044.417961402034,15777.88960171605,16960.798685420716,13730.164837507293,14265.608084149366,12822.33500523748,17896.375098667275,17543.354403502803,15241.828209146297,12457.752503262851,15195.097580012862,3450.025391363622,16928.94150499982,14326.833210385457,16969.737200847674,13606.120516678413,15434.773864843473,16638.512737007764,17180.044979569186,16951.96175555674,14643.627821955193,15207.156535815318,13698.771044095667,16019.718215008257,15786.751213539072,13955.588535119656,15970.081170107462,15704.90338445499,5418.210655156967,10330.325490368354,17225.775642298424,12797.19038439721,13268.474796230812,16734.083189642224,19470.426063973933,16220.860433424785,15148.608903755443,13948.399993533742,8012.615797848688,12213.476366910476,11964.755817580604,11482.611786614778,6973.549520503605,8385.422541390995,15524.65194423896,12760.457488707538,7658.019338348206,14049.644254327108,16173.426355280999,15973.482607108264,8591.013595635915,10615.480038832278,15254.086357476788,16629.448935680306,15304.574694254328,17778.915891853994,14990.353407146411,9848.039906695189,13170.686741054984,15440.62927163844,16556.928680145793,7998.040636847853,15650.341382712186,10175.404913712742,10540.05147371595,8893.314000941291,8856.164705613317,11313.294855918899,6532.731711952022,11865.295334372347,15912.466063346812,15172.468957094843,13916.010932600242,16640.976006677356,15993.280057625414,9663.011199337729,2308.600665111334,11537.225970356989,10976.818570677606,14324.932680160598,12875.242240918451,6253.2703748720105,2888.220332568187,15547.53165222331,8609.189634655806,18043.05786024724,12762.795208492349,12246.405083483583,15133.902663445406,14480.94155679543,12496.275824958866,12637.000475292172,13393.006668911046,17329.36862424939,6206.774403698481,16525.100402040378,13739.107066665561,15533.53109526958,15851.68283984534,16066.376191822392,15601.32909623351,10530.56810716966,13965.18654548588,15407.328101546185,7450.796291677488,11632.487936642221,12437.396719070459,15920.596912289411,16341.019572096144,14501.899040744638,7183.391581132197,11743.367599190078,12425.032461498226,14899.351881163982,11839.980074196768,15960.781534185522,11763.74903108123,15476.536907242484,7753.529811691919,11940.058017401072,10854.41552930865,11640.841857415768,11254.695723465355
4583.608180396773,6303.083406028027,813.6903320010979,4249.4969511990375,12033.25581869699,2396.715383794405,5075.423463637399,15914.634118461852,0.0,2771.3475778080738,5839.545904094779,909.0563505678987,4837.927367938712,4317.280981573477,6930.071509172805,833.3815474481801,3836.6013846607543,535.3155451830368,981.2065520490846,10929.928817368736,9460.455971185584,10280.985118116107,6577.52172689012,8123.258734558635,4884.571039596705,6557.053739000351,694.8250776943452,12457.918023091795,7490.487137812074,5051.745234124265,4983.298750929588,5806.476352362831,4931.410867262806,9664.698537078932,5001.5909556751285,9966.162243290768,8713.415026160075,2016.176043531212,259.3433991305549,510.48224062286414,4775.22508569378,853.115860167644,8198.892448747876,1686.7230401702116,10359.013617660046,2381.0280217225945,4194.130383832396,3687.2030012679634,1788.6184962433338,1346.50633651667,4820.322237818659,1452.6457883700884,16299.592453326157,1036.2666147398832,5365.035177509087,1220.4553603899308,2337.4104708848067,5000.817384280998,5134.893791133445,4902.414140724434,5025.814511134091,5021.575518281763,1310.7943131218494,9993.744939917144,7997.206635203683,8309.892067448316,9809.30001192496,295.37108405763854,230.98335011691373,10531.302014030647,5588.182088240026,1666.838577944807,3195.693471563554,2865.6765827254735,2870.583543589183,4640.268606924923,794.318558398648,8725.032088259175,2456.0798608946866,9022.340240226595,3888.9941835411023,5820.242654688893,4484.854760422027,8949.246225926405,8288.53030545138,714.1348873253928,3421.1196224409405,8280.82819580969,2270.7924341077337,5302.998963670367,1757.9824121990225,7481.961552641438,8666.234014639247,933.6001294079398,755.0481324268978,1075.3912071054647,2671.842468950158,928.335836256313,8032.14773524075,10165.346843846186,844.0254740694324,4546.9656061251135,7917.272824131298,649.7247976079501,6204.090575731639,8351.282892446883,8615.952888159843,8652.518294006859,7115.900431332968,9394.791422881268,7836.333910282007,4090.0820954223204,4424.011256222308,9911.00661662429,947.4863587345948,1324.9340435012025,6253.63701496663,18137.742910651574,4607.069510569391,4937.945336635979,9665.767513033159,11235.027887148797,9880.876602995122,13722.513532451901,560.9330763410995,8065.736212910605,2301.4841812962545,10930.363989767242,3985.416022240202,871.7212066870699,1656.8868226937714,5687.171896038577,3734.2619873216827,3936.3323342763133,4852.658711542257,9717.635616662441,5217.055431442662,10001.36848671963,586.6033398940582,63.14722420643211,271.9618058325462,1237.6809770915902,8438.15515393817,2341.5276977431804,4885.456165791242,8466.187423081383,4284.241164692623,3489.5188570344303,8194.43641040452,1385.2016907187349,1612.2154152390722,9088.590440149505,6328.276820587786,5549.243776043153,1047.9895772269278,11648.453417700588,7042.721197892933,4167.752697233095,8621.857859406382,8234.552112633226,4669.504724750042,8265.389621288357,7148.649451919453,7435.954873870287
1849.2851450966978,6586.365159771642,2522.887332932546,1832.5754566577039,14017.316027871813,446.35129059065616,5506.279847623653,13164.18261333845,2771.3475778080738,0.0,5258.303000697125,3654.39561116498,6018.874171983758,5853.481479815551,4228.23305030974,2203.790279516098,1579.3401271056368,2599.469776500202,2224.47944326235,13494.907178644728,11706.213997192861,7613.286310925072,3918.7730400813607,7615.191262224272,5082.568994183993,9037.631654277684,3441.8332367663784,14711.544806328662,5541.591235377659,6592.533729831374,5601.825505716487,6055.009793847988,4897.8261209386355,12432.693422180078,7365.896375877833,12707.822093636669,11381.834321005705,1543.7822008293836,2941.8168424034925,3050.6045520834177,3327.633010857021,3190.8270642944826,10964.962891032792,4029.2790204730422,13127.42510573644,2021.0117387755745,2988.016782917738,6012.510145395042,4427.3493691309095,2737.2882001046555,3647.551664990799,2780.6092916272687,14551.644873019308,3807.2564952518765,6029.848270140139,3951.6514681519448,443.9359682502997,6279.647279723707,7065.426626103797,7026.848032293635,7075.085461545945,5803.418224168344,2269.1677970167634,12652.42821504502,10630.852163338051,11011.7155186361,12501.520789436818,2805.9638550568943,2550.880976329414,7761.6069815237615,2840.8269766641806,4355.97772842704,560.4733145250397,916.7219135513084,5160.811748995938,7383.7723895184945,3110.418086242191,11467.747862271284,1589.8074483426021,7413.608778000642,2059.8804497646697,4797.444451236735,2083.8015122578713,6250.379751447527,6462.020411231801,2391.0762524414617,1230.2444182043716,5624.63332587286,1470.436782796177,7044.8747493154115,3353.7478795436764,4749.2293750987965,8059.230276217585,2392.1802423640033,3519.664066434446,2578.967087656178,5093.337069247548,1844.6786558006052,6546.8595122289435,12647.30704104364,2330.8981198790443,6351.765040399518,5196.527907278075,2515.0819945495664,4345.246481936003,7538.629429045629,6762.783720791119,6793.497854616941,6261.1791186868195,6632.195657534698,7736.506885665527,5499.510221232295,5420.286513148248,12624.477876451532,3637.259757810927,3443.967153407889,3556.3304134007153,15451.940967763743,2054.175558014087,2222.1917298284884,12429.207533011722,13940.709508365782,7416.227310749482,11305.779516249188,2537.1647671266683,6269.988541156506,4953.37281697954,13158.445195148533,1691.6905102475191,1972.810612702859,1909.6363249532646,5061.054315860953,1789.8957756424463,3239.139535121732,7028.806538195508,6957.513652505555,7110.722660177046,12679.774404136324,2377.356506691004,2708.367344382282,2902.7482624409586,3039.1011901310676,7661.004987760163,1420.0369325119557,6123.526749576626,5751.949988347098,1639.10687325206,730.2063234858822,10940.86435067771,3435.227869081431,1451.2248018167777,6798.251736983987,5401.511138186133,4787.629191638804,1865.1698000046936,13612.022486030337,9585.46948981296,1645.7608546742579,11385.89191172192,5661.689054051252,2752.804780872126,7638.26946264205,6563.245835331427,6698.96923073014
